Major categories, Medium category, Subcategory, Manufacturer, Product name, Model, Model number, URL, minimum wavelength, maximum wavelength, average power, Maximum output, Time span, Pulse Width, Repetition frequency, Repetition rate, processing, communication, Spectroscopy and Measurement, Imaging, Demo machine rental
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Phase Modulator, iXBlue SAS, 800nm band 5GHz/10GHz/20GHz phase modulator,,, https://www.sevensix.co.jp/products/nirmpx_ixblue/, 800 nm,,,,,,, 5 GHz,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Phase Modulator, iXBlue SAS, 1.5um band 150MHz~33GHz phase modulator,,, https://www.sevensix.co.jp/products/mpxln_ixblue/, 1.5 µm,,,,,,, 150 MHz,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Phase Modulator, iXBlue SAS, 2um band 100MHz/10GHz phase modulator,,, https://www.sevensix.co.jp/products/mpx_ixblue/, 2 µm,,,,,,, 100 MHz,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, RF Driver for Modulator, iXBlue SAS, 2um band 1GHz / 10GHz intensity modulator,,, https://www.sevensix.co.jp/products/2um%e5%b8%af-1ghz-10ghz-%e5%bc%b7%e5%ba%a6%e5%a4%89%e8%aa%bf%e5%99%a8-ix-blue/, 2 µm,,,,,,, 1 GHz,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Modulator Box (ModBox), iXBlue SAS,1.5um Band 12.5/28Gbps DPSK Modulator Box,,, https://www.sevensix.co.jp/products/dpsk_ixblue/, 1.5 µm,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Modulator, Modulator Box (ModBox), iXBlue SAS, 1.5um band 28 Gbaud-PAM4 Modulator Box,,, https://www.sevensix.co.jp/products/modbox_ixblue/, 1.5 µm,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Optical arbitrary waveform shaper (Wave Shaper), Coherent (formerly II-VI), Communications Band Spectrum and Dispersion Control Processor WaveShaper A/B Series,,, https://www.sevensix.co.jp/products/waveshaper_ab_coherent/,,,,,,,,,,,,, can be
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Optical arbitrary waveform shaper (Wave Shaper), Coherent (formerly II-VI), Optical Spectral Synthesizer WaveMaker Series,,, https://www.sevensix.co.jp/products/coherent_wavemaker4000a/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Optical arbitrary waveform shaper (Wave Shaper), Coherent (formerly II-VI)," WaveShaper 1000A/SP, a time and spectrum processor for 1µm ultrashort pulse fiber lasers",,, https://www.sevensix.co.jp/products/waveshaper1000a_coherent/, 1 µm,,,,,,,,,,,, can be
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Wavelength bandwidth tunable optical filter, EXFO," Wavelength bandwidth tunable optical filter ""XTA-50 / XTM-50""",,,https://www.sevensix.co.jp/products/xta50_xtm50_exfo/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Wavelength bandwidth tunable optical filter, NKT Photonics A/S, High-performance wavelength selection filter for white laser light source,,, https://www.sevensix.co.jp/products/scfilter_nktp/,,,,,,,,,,,,, can be
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Wavelength bandwidth tunable optical filter, Agiltron Inc., Tunable Filter,,, https://www.sevensix.co.jp/products/wtfilter_agiltron/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Wavelength bandwidth tunable optical filter, Dicon Fiberoptics Inc., MEMS-based 100GHz-spaced tunable optical filter for network applications,,, https://www.sevensix.co.jp/products/mems_100ghzitfilter_dicon/,,,,,,,, 100 GHz,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Wavelength bandwidth tunable optical filter, Dicon Fiberoptics Inc., MEMS tunable optical filter,,, https://www.sevensix.co.jp/products/mems_tfilter_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Wavelength bandwidth tunable optical filter, Dicon Fiberoptics Inc., Motorized C-band tunable optical filter,,, https://www.sevensix.co.jp/products/m_cband_tfilter_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Wavelength bandwidth tunable optical filter, Dicon Fiberoptics Inc.,GP750 Programmable Tunable Filter,,, https://www.sevensix.co.jp/products/gp750_ptfilter_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Wavelength bandwidth tunable optical filter, Dicon Fiberoptics Inc., Manually tunable C-band optical filter,,, https://www.sevensix.co.jp/products/cband_tfilter_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Wavelength bandwidth tunable optical filter, KS Photonics Inc., Fiber-type acousto-optic wavelength tunable filter AOTF,,, https://www.sevensix.co.jp/products/fiber_awtfilter_aotf_ksp/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, MUX/DEMUX, Kylia Inc., Tunable wavelength multiplexer/demultiplexer (Mux/Demux),,, https://www.sevensix.co.jp/products/twmdmodule_kylia/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, MUX/DEMUX, 3Coptics, MUX/DEMUX (optical multiplexer/demultiplexer),,, https://www.sevensix.co.jp/products/mux_demux_3coptics/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, MUX/DEMUX, Dicon Fiberoptics Inc., CWDM Filters,,, https://www.sevensix.co.jp/products/cwdmfilter_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, MUX/DEMUX, Dicon Fiberoptics Inc., WDM Filter,,, https://www.sevensix.co.jp/products/wdmfilter_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, MUX/DEMUX,Dicon Fiberoptics Inc., Wideband WDM Filter,,, https://www.sevensix.co.jp/products/wideband_wdmfilter_dicon/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, QAM emulator, Kylia Inc., QAM emulator,,, https://www.sevensix.co.jp/products/qamemulator_kylia/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Polarization Division Multiplexing Emulator, Kylia Inc., Polarization Division Multiplexing Emulator,,, https://www.sevensix.co.jp/products/pdmemulator_kylia/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Polarization Division Multiplexing Emulator, TeraXion, FBG wavelength dispersion emulator,,, https://www.sevensix.co.jp/products/fbg_mwdemulator_teraxion/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Optical Bit Rate Doubler, Kylia Inc., Optical Bit Rate Doubler,,, https://www.sevensix.co.jp/products/obmultiplier_kylia/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Optical Hybrid, Kylia Inc., 90° Optical Hybrid,,, https://www.sevensix.co.jp/products/hybrid_kylia/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Optical Hybrid, ITF Technologies Inc., Gain Framing Filter GFF,,, https://www.sevensix.co.jp/products/gff_ift/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Optical Hybrid, Optizone Technology Limited,Isolator/Filter WDM Hybrid,,, https://www.sevensix.co.jp/products/iso_wdmhybrid_optizone/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Optical Hybrid, Optizone Technology Limited, Polarization-maintaining isolator/WDM hybrid,,, https://www.sevensix.co.jp/products/pmi_wdmhybrid_optizone/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, variable optical delay, Kylia Inc., variable optical delay,,, https://www.sevensix.co.jp/products/vod_kylia/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, variable optical delay, Agiltron Inc., Wideband/High-resolution Variable Optical Delay,,, https://www.sevensix.co.jp/products/vod_agiltron/,,,,,,,,,,,,,
" Optical amplifiers/optical modulators/PDs/optical filters, etc.", Optical Filter, Optical delay interferometer, Kylia Inc., Optical delay interferometer,,, https://www.sevensix.co.jp/products/odi_kylia/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Single-clad fiber, SM fiber, NKT Photonics A/S, Hollow-core photonic bandgap fiber,,, https://www.sevensix.co.jp/products/hc_nktp/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Single-clad fiber, SM fiber, exail, [Space grade] Polarization-maintaining gyro fiber,,, https://www.sevensix.co.jp/products/space-grade-jf_exail/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Single-clad fiber, SM fiber, Coractive.,Optical Passive Fiber,,, https://www.sevensix.co.jp/products/single_sm_coractive/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Single-clad fiber, PM Fiber, NKT Photonics A/S, Highly nonlinear photonic crystal fiber,,, https://www.sevensix.co.jp/products/hnpcfiber_nktp/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Rare-earth doped fiber (Yb/Er), SM fiber, iXBlue SAS, Radiation-resistant rare-earth doped fiber,,, https://www.sevensix.co.jp/products/eryb_smffiber_ixblue/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Rare-earth doped fiber (Yb/Er), SM fiber, exail, [Space Grade] Radiation-cured doped fiber,,, https://www.sevensix.co.jp/products/space-grad-dpfiber_exail/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Rare-earth doped fiber (Yb/Er), SM fiber, Coractive., rare earth doped fiber,,, https://www.sevensix.co.jp/products/rare_smf_coractive/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Rare-earth doped fiber (Yb/Er), SM fiber, iXBlue SAS, Er-doped double-clad multi-core fiber,,, https://www.sevensix.co.jp/products/er_dcmfiber_ixblue/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Rare-earth doped fiber (Yb/Er), PM Fiber, iXBlue SAS, Radiation-resistant rare-earth doped fiber,,, https://www.sevensix.co.jp/products/eryb_pmffiber_ixblue/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Rare-earth doped fiber (Yb/Er), PM Fiber, NKT Photonics A/S, Yb-doped double-clad photonic crystal fiber,,,https://www.sevensix.co.jp/products/yb_dcpcfiber_nktp/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Rare-earth doped fiber (Yb/Er), PM Fiber, Coractive., rare earth doped fiber,,, https://www.sevensix.co.jp/products/rare_pmf_coractive/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Rare-earth doped fiber (Yb/Er), PM Fiber, NKT Photonics A/S, Tm-doped double-clad photonic crystal fiber,,, https://www.sevensix.co.jp/products/nkt_tm_fiber/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Multicore Fiber,, iXBlue SAS, Er-doped double-clad multi-core fiber,,, https://www.sevensix.co.jp/products/er_dcmfiber_ixblue/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Multicore Fiber,, iXBlue SAS, Multicore fiber fanout,,, https://www.sevensix.co.jp/products/mfiber_famout_ixblue/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, double clad fiber, SM fiber, iXBlue SAS, Er-doped double-clad multi-core fiber,,, https://www.sevensix.co.jp/products/er_dcmfiber_ixblue/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, double clad fiber, SM fiber, Coractive., Optical passive fiber Double clad SM fiber,,, https://www.sevensix.co.jp/products/double_sm_coractive/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, double clad fiber, PM Fiber, Coractive., Optical Passive Fiber Double-Clad PM Fiber,,, https://www.sevensix.co.jp/products/double_pm_coractive/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord,Photonic Crystal Fiber, SM fiber, NKT Photonics A/S, Large-mode-area photonic crystal fiber/SMF,,, https://www.sevensix.co.jp/products/lma_sm_nktp/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord,Photonic Crystal Fiber, SM fiber, NKT Photonics A/S, Hollow-core photonic bandgap fiber,,, https://www.sevensix.co.jp/products/hc_nktp/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord,Photonic Crystal Fiber, PM Fiber, NKT Photonics A/S, Large-mode-area photonic crystal fiber (PMF),,, https://www.sevensix.co.jp/products/lma_pm_nktp/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord,Photonic Crystal Fiber, PM Fiber, NKT Photonics A/S, Yb-doped double-clad photonic crystal fiber,,, https://www.sevensix.co.jp/products/yb_dcpcfiber_nktp/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord,Photonic Crystal Fiber, PM Fiber, NKT Photonics A/S, Highly nonlinear photonic crystal fiber,,, https://www.sevensix.co.jp/products/hnpcfiber_nktp/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord,Photonic Crystal Fiber, PM Fiber, NKT Photonics A/S, Tm-doped double-clad photonic crystal fiber,,, https://www.sevensix.co.jp/products/nkt_tm_fiber/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Fiber Optic Patch Cord, SM Fiber Patch Cord, Optizone Technology Limited, Single Mode Patch Cord,,, https://www.sevensix.co.jp/products/smp_optizone/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Fiber Optic Patch Cord, PM Fiber Patch Cord, Optizone Technology Limited, Polarization-Maintaining Patch Cord,,,https://www.sevensix.co.jp/products/optizone_pmpatchcode/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Fiber Optic Patch Cord, MM Fiber Patch Cord, 3Coptics, Fiber Optic Patch Cords (Simplex) / Duplex,,, https://www.sevensix.co.jp/products/3coptics_patchcode/,,,,,,,,,,,,,
 Optical fiber wire/Optical fiber patch cord, Fiber Optic Patch Cord, PCF patch cord, NKT Photonics A/S, aeroGUIDE Large Mode Area Photonic Crystal Fiber Patch Cord,,, https://www.sevensix.co.jp/products/aeroguide_nktp/,,,,,,,,,,,,,
 Optical Fiber Components, Main lineup of optical fiber components,, Optizone Technology Limited, Main lineup of optical fiber components,,, https://www.sevensix.co.jp/products/opticalcomponent/,,,,,,,,,,,,,
 Optical Fiber Components, WDM coupler,, KS Photonics Inc., Multicore Fiber Coupler,,, https://www.sevensix.co.jp/products/multicore-fibercoupler_ks-photonics/,,,,,,,,,,,,,
 Optical Fiber Components, WDM coupler,, Optizone Technology Limited, Polarization-maintaining WDM filter coupler,,, https://www.sevensix.co.jp/products/pm_wdmfiltertc_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, WDM coupler,, Optizone Technology Limited,Single-mode WDM filter coupler,,, https://www.sevensix.co.jp/products/sm_wdmfiltertc_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, WDM coupler,, Optizone Technology Limited, Multimode WDM filter type coupler,,, https://www.sevensix.co.jp/products/m_wdmfiltertc_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, WDM coupler,, Dicon Fiberoptics Inc., CWDM filter type coupler,,, https://www.sevensix.co.jp/products/cwdm_tc_dicon/,,,,,,,,,,,,,
 Optical Fiber Components, WDM coupler,, Dicon Fiberoptics Inc., WDM filter type coupler,,, https://www.sevensix.co.jp/products/wdm_tc_dicon/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Fiber Isolator, SM isolator, Optizone Technology Limited, Broadband Single-Mode Isolator,,, https://www.sevensix.co.jp/products/wsm_isolator_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Fiber Isolator, SM isolator, Optizone Technology Limited, High-power single-mode isolator,,, https://www.sevensix.co.jp/products/hpsm_isolator_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Fiber Isolator, SM isolator, Optizone Technology Limited, Free Space Isolator,,,https://www.sevensix.co.jp/products/fs_isolator_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Fiber Isolator, SM isolator, Optizone Technology Limited, Single Mode Isolator,,, https://www.sevensix.co.jp/products/sm_isolator_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Fiber Isolator, PM Isolator, Optizone Technology Limited, High-power polarization-maintaining isolator,,, https://www.sevensix.co.jp/products/hppm_isolator_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Fiber Isolator, PM Isolator, Optizone Technology Limited, High-power polarization-maintaining bandpass filter/isolator hybrid,,, https://www.sevensix.co.jp/products/hopmb_fi_hybrid_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Fiber Isolator, PM Isolator, Optizone Technology Limited, Polarization-Maintaining Isolator Combiner/Splitter,,, https://www.sevensix.co.jp/products/pmic_splitter_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Fiber Isolator, PM Isolator, Optizone Technology Limited, Polarization-Maintaining Tap Isolator,,, https://www.sevensix.co.jp/products/pmt_isolator_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Fiber Isolator, PM Isolator,Optizone Technology Limited, Polarization-Maintaining Isolator,,, https://www.sevensix.co.jp/products/pm_isolator_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Fiber Isolator, PM Isolator, Optizone Technology Limited, Polarization-independent tapped isolator,,, https://www.sevensix.co.jp/products/pit_isolator_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Fiber Isolator, PM Isolator, Optizone Technology Limited, Multimode Isolator,,, https://www.sevensix.co.jp/products/misolator_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Fiber Isolator, Collimator-equipped isolator, Optizone Technology Limited, High-power polarization-maintaining spatially coupled isolator,,, https://www.sevensix.co.jp/products/hpsms_oisolator_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Fiber Isolator, Collimator Isolator, Optizone Technology Limited, High-power polarization-independent spatially coupled isolator,,, https://www.sevensix.co.jp/products/hppis_oisolator_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Fiber Isolator, Isolator with WDM, Optizone Technology Limited,Isolator/Filter WDM Hybrid,,,https://www.sevensix.co.jp/products/iso_wdmhybrid_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Fiber Isolator, Isolator with WDM, Optizone Technology Limited, Polarization-maintaining isolator/WDM hybrid,,, https://www.sevensix.co.jp/products/pmi_wdmhybrid_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, High-power transmission fiber,, Optizone Technology Limited, High Power Assembly,,, https://www.sevensix.co.jp/products/hpa_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, High-power transmission fiber,, Optizone Technology Limited, Optical fiber cable for high-power lasers,,, https://www.sevensix.co.jp/products/highpower-opticalcable_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Fiber Bragg Gravity,, ITF Technologies Inc., FBG Pump Rocker,,, https://www.sevensix.co.jp/products/fbg_pr_itf/,,,,,,,,,,,,,
 Optical Fiber Components, Fiber Bragg Gravity,, ITF Technologies Inc., FBG sensor single,,, https://www.sevensix.co.jp/products/fbg_ss_itf/,,,,,,,,,,,,,
 Optical Fiber Components, Fiber Bragg Gravity,, ITF Technologies Inc., FBG sensor array,,, https://www.sevensix.co.jp/products/fbg_sa_itf/,,,,,,,,,,,,,
 Optical Fiber Components, Fiber Optic Coupler, Filter coupler *Tap coupler included, Optizone Technology Limited,Fiber Optic Coupler (Tap) Single Mode,,, https://www.sevensix.co.jp/products/focsm_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Fiber Optic Coupler, Filter coupler *Tap coupler included, Optizone Technology Limited, Single mode filter coupler 1064nm,,, https://www.sevensix.co.jp/products/sm_fc_optizone/, 1064 nm,,,,,,,,,,,,
 Optical Fiber Components, Fiber Optic Coupler, Filter coupler *Tap coupler included, Optizone Technology Limited, Polarization-Maintaining Filter Coupler Module,,, https://www.sevensix.co.jp/products/pm_fcm_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Fiber Optic Coupler, Filter coupler *Tap coupler included, Optizone Technology Limited, Polarization-Maintaining Filter Coupler,,, https://www.sevensix.co.jp/products/pmfc_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Fiber Optic Coupler, Fused coupler (molten and stretched type), Optizone Technology Limited, Multimode Fused Coupler,,, https://www.sevensix.co.jp/products/mfc_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Fiber Optic Coupler, Fused coupler (molten and stretched type), Optizone Technology Limited, Polarization-Maintaining Fused Coupler,,,https://www.sevensix.co.jp/products/pmfc_optizone-2/,,,,,,,,,,,,,
 Optical Fiber Components, Fiber Optic Coupler, Fused coupler (molten and stretched type), Optizone Technology Limited, Single-mode fused coupler 980nm,,, https://www.sevensix.co.jp/products/smfc_optizone/, 980 nm,,,,,,,,,,,,
 Optical Fiber Components, Fiber Optic Coupler, Fused coupler (molten and stretched type), Optizone Technology Limited, Single-mode tree coupler,,, https://www.sevensix.co.jp/products/optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Fiber Optic Coupler, Fused coupler (molten and stretched type), Optizone Technology Limited, Single-mode wideband monolithic coupler,,, https://www.sevensix.co.jp/products/%e3%82%b7%e3%83%b3%e3%82%b0%e3%83%ab%e3%83%a2%e3%83%bc%e3%83%89%e3%83%af%e3%82%a4%e3%83%89%e3%83%90%e3%83%b3%e3%83%89%e3%83%a2%e3%83%8e%e3%83%aa%e3%82%b7%e3%83%83%e3%82%af%e3%82%ab%e3%83%97%e3%83%a9/,,,,,,,,,,,,,
 Optical Fiber Components, Fiber Optic Coupler, Variable branching ratio coupler (manual/auto), KS Photonics Inc.,Variable branching ratio coupler: manual/automatic setting type,,, https://www.sevensix.co.jp/products/vbrc_mast_ksp/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Circulator, SM Circulator, Optizone Technology Limited, Single Mode Circulator,,, https://www.sevensix.co.jp/products/smc_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Circulator, SM Circulator, Agiltron Inc., Optical Circulator Wavelength: 1310 / 1550nm Output: 5W,,, https://www.sevensix.co.jp/products/occl_agilitron/, 1550 nm,, 5 W,,,,,,,,,,
 Optical Fiber Components, Optical Circulator, PM Circulator, Agiltron Inc., Optical Circulator Wavelength: 850 ~ 1060nm Output: 20W,,, https://www.sevensix.co.jp/products/oc_agilitron/, 850–1060 nm,, 20 W,,,,,,,,,,
 Optical Fiber Components, Optical Circulator, PM Circulator, Optizone Technology Limited, Polarization-maintaining optical circulator,,, https://www.sevensix.co.jp/products/pmoc_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Collimator, SM Collimator, Optizone Technology Limited, Single-mode optical collimator,,,https://www.sevensix.co.jp/products/smoc_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Collimator, PM Collimator, Optizone Technology Limited, Polarization-maintaining optical collimator,,, https://www.sevensix.co.jp/products/pmocl_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Collimator, MM collimator, Optizone Technology Limited, Multimode Optical Collimator,,, https://www.sevensix.co.jp/products/moc_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Combiner/Splitter, Pump Combiner, Optizone Technology Limited, Pump Signal Combiner,,, https://www.sevensix.co.jp/products/pompcombiner_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Combiner/Splitter, Pump Combiner, Optizone Technology Limited, Polarization-Maintaining Isolator Combiner/Splitter,,, https://www.sevensix.co.jp/products/pmic_splitter_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Combiner/Splitter, Pump Combiner, Optizone Technology Limited, Multimode Pump Combiner,,, https://www.sevensix.co.jp/products/mpc_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Combiner/Splitter, Pump Combiner, ITF Technologies Inc., High-power pump combiner Wavelength: 800 ~ 1000nm Number of ports: 3x1 / 4x1 / 7x1 / 19x1 / 31x1,,, https://www.sevensix.co.jp/products/hppc_itf/,800–1000 nm,,,,,,,,,,,,
 Optical Fiber Components, Optical Combiner/Splitter, Pump Combiner, ITF Technologies Inc., High-power pump/signal combiner,,, https://www.sevensix.co.jp/products/hpp_sc_iitf/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Combiner/Splitter, Pump Combiner, ITF Technologies Inc., Pump/Signal Combiner,,, https://www.sevensix.co.jp/products/p_sc_itf/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Combiner/Splitter, Pump Combiner, ITF Technologies Inc., High Power Combiner,,, https://www.sevensix.co.jp/products/hpc_itf/,,,,,,,,,,,,,
 Optical Fiber Components, Optical Combiner/Splitter, Polarization Beam Combiner/Splitter, Optizone Technology Limited, Polarization Beam Combiner/Splitter,,, https://www.sevensix.co.jp/products/pbc_s_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, Pump LD Protector, Optizone Technology Limited, Multimode pump LD protector,,, https://www.sevensix.co.jp/products/mp_ldp_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, Cladding Power Stripper, Optizone Technology Limited, Crud Pump Stripper,,, https://www.sevensix.co.jp/products/cps_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, Cladding Power Stripper,ITF Technologies Inc., Fiber Laser/Amplifier Components,,, https://www.sevensix.co.jp/products/fl_ac_itf/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, In-line polarizer, Optizone Technology Limited, In-line polarizer,,, https://www.sevensix.co.jp/products/ip_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, Fiber mirror, Optizone Technology Limited, Fiber mirror,,, https://www.sevensix.co.jp/products/fiberm_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, Faraday mirror, Optizone Technology Limited, Faraday mirror,,, https://www.sevensix.co.jp/products/fm_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, Faraday mirror, Optizone Technology Limited, Inline Faraday Rotator,,, https://www.sevensix.co.jp/products/fr_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, Polarization Controller, KS Photonics Inc.," All-fiber polarization controller, single paddle type / 3 paddle type",,, https://www.sevensix.co.jp/products/aftpc_spt_3pt_ksp/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, Polarization Controller, Agiltron Inc., High-Speed Polarization Scrambler,,, https://www.sevensix.co.jp/products/fps_agilitron/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts,VOA (Variable Optical Attenuator), Agiltron Inc., Free space MEMS type VOA,,, https://www.sevensix.co.jp/products/fs_mems_voa_agilitron/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, VOA (Variable Optical Attenuator), Agiltron Inc., Solid-state high-power VOA,,, https://www.sevensix.co.jp/products/ssthp_voa_agilitron/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, VOA (Variable Optical Attenuator), Dicon Fiberoptics Inc., MEMS-based programmable multimode VOA,,, https://www.sevensix.co.jp/products/mems_pm_voa_dicon/,,,,,,,,,,,,,
